index,基金代码,基金名称,申购费率,基金类型,基金风险,基金规模,成立日,基金经理,基金公司,投资股票,投资债券
14230,160633-,鹏华券商A,0.12,指数型-股票,高风险,15.79亿元（2021-09-30）,1430841600,陈龙,鹏华基金,300059 600030 600837 601688 601211 600999 600958 000776 601377 000166,~
14231,160632-,鹏华酒A,0.12,指数型-股票,高风险,61.36亿元（2021-09-30）,1430236800,闫冬等,鹏华基金,600519 000858 000568 600809 002304 000799 600132 000596 600600 603369,~
14232,160631-,鹏华银行A,0.12,指数型-股票,高风险,12.14亿元（2021-09-30）,1429200000,张羽翔,鹏华基金,600036 601166 000001 601398 002142 601328 600000 601288 600016 601229,~
14233,160630-,鹏华国防A,0.12,指数型-股票,高风险,55.07亿元（2021-09-30）,1415808000,陈龙,鹏华基金,600893 002179 000768 600760 000733 002013 600862 002414 603267 300699,~
14234,160629-,鹏华中证传媒指数(LOF),0.12,指数型-股票,高风险,8.90亿元（2021-09-30）,1418227200,张羽翔,鹏华基金,002027 300413 002602 002555 002624 002131 603444 600637 300418 002558,~
14235,160628-,鹏华中证800地产指数(LOF),0.12,指数型-股票,高风险,4.86亿元（2021-09-30）,1410451200,闫冬,鹏华基金,600048 000002 001979 601155 000069 600383 600606 000656 600848 600208,~
14236,160627-,鹏华策略优选灵活配置混合,0.15,混合型-灵活,中高风险,4.82亿元（2021-09-30）,1402329600,袁航,鹏华基金,600036 000001 600887 600519 000338 600031 600690 601318 000333 002311,~
14237,160626-,鹏华信息A,0.12,指数型-股票,高风险,4.87亿元（2021-09-30）,1399219200,罗英宇,鹏华基金,002415 002475 000725 603501 002241 002230 002371 000100 002049 600703,~
14238,160625-,鹏华证券保险指数(LOF),0.12,指数型-股票,高风险,11.57亿元（2021-09-30）,1399219200,陈龙,鹏华基金,300059 601318 600030 600837 601601 601688 601211 600999 600958 000776,~
14239,160624-,鹏华消费领先混合,0.15,混合型-灵活,中高风险,7.10亿元（2021-09-30）,1387728000,孟昊,鹏华基金,300750 603806 300274 603259 000858 300014 601888 601012 002049 603659,~
14240,160622-,鹏华丰利债券(LOF),0.08,债券型-长债,中低风险,43.61亿元（2021-09-30）,1366646400,王石千,鹏华基金,601222,"1.188571,1.019654"
14241,160621-,鹏华丰和债券(LOF)A,0.08,债券型-混合债,中风险,2.59亿元（2021-09-30）,1352044800,戴钢,鹏华基金,600882 688787 603997 688023 000858 000001 601166 000799 600519,"1.113011,1.175263,1.163736,1.163222,1.163265"
14242,160620-,鹏华中证A股资源产业指数(LOF)A,0.12,指数型-股票,高风险,2.66亿元（2021-09-30）,1348675200,闫冬,鹏华基金,603260 000629 600111 600256 600673 601600 600188 600985 000630 002460,~
14243,160618-,鹏华丰泽债券(LOF),0.00,债券型-长债,中低风险,9.53亿元（2021-09-30）,1323273600,祝松等,鹏华基金,~,"1.019649,1.152323,0.149174"
14244,160617-,鹏华丰润债券(LOF),0.08,债券型-混合债,中风险,8.04亿元（2021-09-30）,1291219200,刘太阳等,鹏华基金,~,~
14245,160616-,鹏华中证500指数(LOF)A,0.12,指数型-股票,高风险,3.62亿元（2021-09-30）,1265299200,张羽翔,鹏华基金,600089 002709 000799 002340 002074 000009 600460 300037 300316 300207,~
14246,160615-,鹏华沪深300指数(LOF)A,0.12,指数型-股票,高风险,4.40亿元（2021-09-30）,1238688000,张羽翔,鹏华基金,600519 600036 601318 000858 601012 000333 300059 603259 601166 002415,~
14247,160613-,鹏华盛世创新混合(LOF),0.15,混合型-偏股,中高风险,3.22亿元（2021-09-30）,1223568000,伍旋,鹏华基金,300682 601668 002557 601166 603587 603992 000001 600887 601318 002223,~
14248,160612-,鹏华丰收债券,0.08,债券型-混合债,中风险,27.81亿元（2021-09-30）,1211904000,刘太阳,鹏华基金,002466 002812 002460 002497 002709 600219 601899 600596 300059 300568,~
14249,160611-,鹏华优质治理混合(LOF),0.15,混合型-偏股,中高风险,9.18亿元（2021-09-30）,1177430400,陈璇淼,鹏华基金,000858 603259 601012 601888 300750 300628 000568 300014 002311 603899,0.127046
14250,160610-,鹏华动力增长混合(LOF),0.15,混合型-偏股,中高风险,17.19亿元（2021-09-30）,1168272000,蒋鑫,鹏华基金,688536 300750 002245 300782 300207 000807 002179 002049 600845 002129,~
14251,160608-,鹏华普天债券B,0.00,债券型-混合债,中风险,0.37亿元（2021-09-30）,1147622400,刘涛,鹏华基金,~,~
14252,160517-,博时中证银行指数(LOF),0.10,指数型-股票,高风险,9.76亿元（2021-09-30）,1433779200,赵云阳,博时基金,600036 601166 000001 601398 002142 601328 600000 601288 600016 601229,~
14253,160505-,博时主题行业混合(LOF),0.15,混合型-偏股,中高风险,89.24亿元（2021-09-30）,1104940800,金晟哲,博时基金,000708 300750 600519 300760 603259 002241 300059 300454 603799 002709,~
14254,373020-,上投摩根双核平衡混合,0.15,混合型-平衡,中高风险,7.90亿元（2021-09-30）,1211299200,陈思郁,上投摩根基金,300390 002812 002709 600110 603659 300363 688202 003022 300059 688116,"1.019658,1.019654,1.010303,1.018006,1.019628"
14255,373010-,上投摩根双息平衡混合A,0.15,混合型-平衡,中高风险,10.41亿元（2021-09-30）,1145980800,孙芳等,上投摩根基金,601899 600089 002756 300082 601877 000301 600782 601633 600338 002318,1.019658
14256,372110-,上投摩根强化回报债券B,0.00,债券型-混合债,中风险,0.57亿元（2021-09-30）,1312905600,陈圆明等,上投摩根基金,003816 603588 601318 000725 002353 000661 002982 600507 300772 000636,"1.132009,1.132015,1.113044"
14257,372010-,上投摩根强化回报债券A,0.08,债券型-混合债,中风险,5.15亿元（2021-09-30）,1312905600,陈圆明等,上投摩根基金,003816 603588 601318 000725 002353 000661 002982 600507 300772 000636,"1.132009,1.132015,1.113044"
14258,371120-,上投摩根纯债债券B,0.00,债券型-长债,中低风险,0.59亿元（2021-09-30）,1245772800,聂曙光,上投摩根基金,~,"1.143526,1.018082,1.143410,1.122402,1.143520"
14259,371020-,上投摩根纯债债券A,0.08,债券型-长债,中低风险,0.91亿元（2021-09-30）,1245772800,聂曙光,上投摩根基金,~,"1.143526,1.018082,1.143410,1.122402,1.143520"
14260,370027-,上投摩根智选30混合,0.15,混合型-偏股,中高风险,14.76亿元（2021-09-30）,1362499200,李德辉,上投摩根基金,300750 300390 300059 601888 002709 603799 300014 600438 000301 603259,~
14261,370024-,上投摩根核心优选混合,0.15,混合型-偏股,中高风险,18.27亿元（2021-09-30）,1354032000,孙芳,上投摩根基金,300390 603486 600438 000301 600111 300750 600338 002192 600010 300274,~
14262,370023-,上投摩根中证消费服务指数,0.12,指数型-股票,高风险,0.34亿元（2021-09-30）,1348502400,胡迪等,上投摩根基金,600519 603259 601888 600036 600276 000858 601318 300015 600406 300122,~
14263,360019-,光大添天盈五年定开债,0.04,债券型-长债,中低风险,73.51亿元（2021-09-30）,1351094400,沈荣,光大保德信基金管理,~,~
14264,360016-,光大行业轮动混合,0.15,混合型-偏股,中高风险,10.86亿元（2021-09-30）,1329235200,詹佳,光大保德信基金管理,600519 000858 300347 300059 603259 688036 002557 601888 600690 000630,0.128136
14265,360014-,光大信用添益债券C,0.00,债券型-混合债,中风险,2.93亿元（2021-09-30）,1305475200,黄波,光大保德信基金管理,000776 002026 002135 600570 002129 603799 300873 603259 000012 600409,"1.019654,0.128035,1.110073,0.123086,1.110053"
14266,360013-,光大信用添益债券A,0.08,债券型-混合债,中风险,25.25亿元（2021-09-30）,1305475200,黄波,光大保德信基金管理,000776 002026 002135 600570 002129 603799 300873 603259 000012 600409,"1.019654,0.128035,1.110073,0.123086,1.110053"
14267,360012-,光大中小盘混合,0.15,混合型-偏股,中高风险,1.41亿元（2021-09-30）,1271174400,陈栋,光大保德信基金管理,300750 603986 600588 002371 300014 300454 688111 300760 688536 002475,~
14268,360011-,光大动态优选混合,0.15,混合型-灵活,中高风险,2.46亿元（2021-09-30）,1256659200,房雷,光大保德信基金管理,688536 002371 603986 688023 300454 600588 002594 300604 688099 300750,"1.018008,1.010303,1.019649,1.018006"
14269,360010-,光大均衡精选混合,0.15,混合型-偏股,中高风险,0.41亿元（2021-09-30）,1236096000,陶曙斌,光大保德信基金管理,300014 603259 300759 002821 300363 300750 688076 688202 600110 002466,~
14270,360009-,光大增利收益债券C,0.00,债券型-混合债,中风险,0.30亿元（2021-09-30）,1225209600,黄波,光大保德信基金管理,~,"1.019654,1.143232"
14271,360008-,光大增利收益债券A,0.10,债券型-混合债,中风险,6.13亿元（2021-09-30）,1225209600,黄波,光大保德信基金管理,~,"1.019654,1.143232"
14272,360007-,光大优势配置混合,0.15,混合型-偏股,中高风险,11.64亿元（2021-09-30）,1187884800,崔书田,光大保德信基金管理,688099 600809 600426 300725 000799 603185 601633 603026 688005 603486,1.019658
14273,360006-,光大新增长混合,0.15,混合型-偏股,中高风险,25.78亿元（2021-09-30）,1158163200,魏晓雪,光大保德信基金管理,603596 600885 688005 300760 603690 300450 000776 601877 002791 300887,1.019654
14274,360005-,光大红利混合,0.15,混合型-偏股,中高风险,5.56亿元（2021-09-30）,1143129600,徐晓杰,光大保德信基金管理,300760 601888 300416 002821 600519 300347 300124 300015 300558 002304,~
14275,360001-,光大量化股票,0.15,股票型,高风险,20.68亿元（2021-09-30）,1093536000,翟云飞等,光大保德信基金管理,002415 600809 601633 000063 600426 300122 601919 600845 002129 600183,~
14276,350009-,天治研究驱动混合A,0.10,混合型-灵活,中高风险,0.90亿元（2021-09-30）,1325001600,TIAN HUAN,天治基金,603259 600036 300059 300750 600519 002821 000858 300759 002812 300274,1.019654
14277,350008-,天治新消费混合,0.15,混合型-灵活,中高风险,0.12亿元（2021-09-30）,1312387200,尹维国,天治基金,300316 000858 002371 300390 300059 300558 688508 600519 002832 603486,~
14278,350007-,天治趋势精选混合,0.15,混合型-灵活,中高风险,0.92亿元（2021-09-30）,1247587200,尹维国,天治基金,300316 000858 300558 002371 603517 600519 688508 002352 002497 300059,"1.019628,1.019649,1.113050,1.110053"
14279,350006-,天治稳健双盈债券,0.00,债券型-混合债,中风险,0.64亿元（2021-09-30）,1225814400,王洋,天治基金,600519 600009 603899 600036 600900 600050 002831 600048 601012 601233,"1.018012,1.132015,1.019649,1.113605"
14280,350005-,天治中国制造2025,0.15,混合型-灵活,中高风险,1.52亿元（2021-09-30）,1210176000,尹维国等,天治基金,600519 600036 300558 000333 000858 601877 601888 300316 300750 002371,1.019654
14281,350002-,天治低碳经济混合,0.15,混合型-灵活,中高风险,1.58亿元（2021-09-30）,1105459200,许家涵,天治基金,601016 300750 600690 002203 002422 002462 002602 600036 601939 600585,~
14282,350001-,天治财富增长混合,0.12,混合型-平衡,中高风险,2.17亿元（2021-09-30）,1088438400,许家涵等,天治基金,002230 000333 600036 601318 600690 300390 600900 002624 002460 002493,"0.123111,1.132009,1.019649,1.113011"
14283,340009-,兴全磐稳增利债券A,0.08,债券型-混合债,中风险,23.63亿元（2021-09-30）,1248278400,张睿,兴证全球基金,~,1.113044
14284,340008-,兴全有机增长混合,0.15,混合型-灵活,中高风险,25.97亿元（2021-09-30）,1237910400,钱鑫,兴证全球基金,600703 002415 600690 300662 601877 002920 300253 601111 002182 600406,"1.110045,1.110072,1.113606,1.113579"
14285,340007-,兴全社会责任混合,0.15,混合型-偏股,中高风险,63.34亿元（2021-09-30）,1209484800,季文华,兴证全球基金,300750 002415 601888 603259 600110 600563 600882 600763 688005 300015,~
14286,340006-,兴全全球视野股票,0.15,股票型,高风险,24.24亿元（2021-09-30）,1158681600,王品,兴证全球基金,002049 300760 002138 000063 002493 600905 000001 002212 603267 300496,"0.127038,1.113042,0.128135,1.113050"
14287,340001-,兴全可转债混合,0.10,混合型-偏债,中风险,43.71亿元（2021-09-30）,1084204800,虞淼,兴证全球基金,600048 601899 002415 000738 600690 300059 002138 002484 601166 000001,"1.110045,1.110075,1.113050,1.132018,1.110059"
14288,320022-,诺安研究精选股票,0.15,股票型,高风险,9.20亿元（2021-09-30）,1355068800,王创练,诺安基金,688339 300661 688521 002810 600519 000651 601899 688169 603666 000858,~
14289,320021-,诺安双利债券发起,0.08,债券型-混合债,中风险,16.74亿元（2021-09-30）,1354118400,裴禹翔等,诺安基金,002353 601808 002236 000423 002557 601021 605376 002044 300294 688189,0.123111
14290,320020-,诺安策略精选股票,0.15,股票型,高风险,1.07亿元（2021-09-30）,1338134400,蔡宇滨,诺安基金,000002 002001 601601 300718 601668 600905 002353 600048 002236 601728,~
14291,320018-,诺安新动力灵活配置混合A,0.15,混合型-灵活,中高风险,1.17亿元（2021-09-30）,1330876800,曲泉儒,诺安基金,002353 601021 600905 601808 601872 002557 600989 601058 300558 002027,"1.113605,0.123119,1.113502,1.113626,0.128109"
14292,320017-,诺安全球收益不动产,0.15,QDII,高风险,0.32亿元（2021-09-30）,1316707200,宋青,诺安基金,DRE PLD EQIX SPG DEI SAFE BXP DLR AMT FRT,~
14293,320016-,诺安多策略混合,0.15,混合型-偏股,中高风险,0.22亿元（2021-09-30）,1312819200,李玉良,诺安基金,600905 603707 002727 600702 300122 600519 300035 300073 002415 601989,~
14294,320015-,诺安行业轮动混合,0.12,混合型-偏股,中高风险,1.61亿元（2021-09-30）,1305216000,韩冬燕,诺安基金,000333 600887 600050 002236 000338 000157 600905 600028 601877 601615,~
14295,320014-,诺安沪深300指数增强A,0.12,指数型-股票,高风险,0.91亿元（2021-09-30）,1302105600,梅律吾等,诺安基金,600519 600036 601318 600905 000858 601012 000333 300059 603259 601166,~
14296,320013-,诺安全球黄金,0.08,QDII,高风险,2.84亿元（2021-09-30）,1294848000,宋青,诺安基金,~,~
14297,320012-,诺安主题精选混合,0.15,混合型-偏股,中高风险,4.26亿元（2021-09-30）,1284480000,罗春蕾,诺安基金,603259 601888 600315 603195 603866 603345 002508 300601 300973 688007,~
14298,320011-,诺安中小盘精选混合,0.15,混合型-偏股,中高风险,4.32亿元（2021-09-30）,1272384000,韩冬燕,诺安基金,002236 601615 600050 000338 000157 600887 000333 601877 605066 601868,~
14299,320010-,诺安中证100指数A,0.12,指数型-股票,高风险,2.52亿元（2021-09-30）,1256572800,梅律吾,诺安基金,600519 600036 601318 000858 601012 603259 000333 300059 600905 002415,~
14300,320009-,诺安增利债券B,0.00,债券型-混合债,中风险,0.07亿元（2021-09-30）,1251734400,裴禹翔等,诺安基金,601058 605066 300294 300421 603688 300850 002724 002472 300772 300007,"1.155410,1.155403,1.143544"
14301,320008-,诺安增利债券A,0.08,债券型-混合债,中风险,0.33亿元（2021-09-30）,1243353600,裴禹翔等,诺安基金,601058 605066 300294 300421 603688 300850 002724 002472 300772 300007,"1.155410,1.155403,1.143544"
14302,320007-,诺安成长混合,0.15,混合型-偏股,中高风险,253.85亿元（2021-09-30）,1236614400,蔡嵩松,诺安基金,300661 603501 300782 002371 603986 600703 688981 688012 300223 688126,~
14303,320006-,诺安灵活配置混合,0.18,混合型-灵活,中高风险,12.60亿元（2021-09-30）,1211212800,张强,诺安基金,002466 688665 601238 002460 002028 002080 600104 002415 600886 601615,"0.123071,1.113009,1.113051,0.123070,0.123111"
14304,320005-,诺安价值增长混合,0.15,混合型-偏股,中高风险,12.81亿元（2021-09-30）,1164038400,王创练,诺安基金,601058 600809 000568 002475 603369 002605 600057 000858 300725,~
14305,320004-,诺安优化收益债券,0.00,债券型-混合债,中风险,16.49亿元（2021-09-30）,1153065600,张立,诺安基金,~,"0.123111,0.127005,1.113011,1.110053,1.110073"
14306,320003-,诺安先锋混合A,0.15,混合型-偏股,中高风险,39.85亿元（2021-09-30）,1134921600,杨谷等,诺安基金,002236 002230 688357 002415 601058 603181 300007 002930 688521 688169,"0.128121,1.113525"
14307,320001-,诺安平衡混合,0.15,混合型-平衡,中高风险,12.33亿元（2021-09-30）,1085068800,曲泉儒,诺安基金,002353 601021 601872 601808 600989 002236 300558 002027 002221 601318,"1.113011,1.113044,1.113042,1.110079"
14308,310518-,申万菱信可转债债券,0.08,债券型-可转债,中风险,4.46亿元（2021-09-30）,1323360000,范磊,申万菱信基金,300332 300059 300529 601857 000333 002049 600210 600219 603166 600276,"1.132015,1.132009,1.113026,0.123111,1.113013"
14309,310508-,申万菱信稳益宝债券,0.08,债券型-混合债,中风险,4.88亿元（2021-09-30）,1297353600,范磊,申万菱信基金,601857 000333 300529 300332 600210 002049 603166 300059 600219 600276,"1.155353,1.019649"
14310,310398-,申万菱信沪深300价值指数A,0.12,指数型-股票,高风险,7.18亿元（2021-09-30）,1265817600,龚丽丽,申万菱信基金,600036 601318 601166 600900 600030 000651 000001 600309 601398 000002,~
14311,310388-,申万菱信消费增长混合,0.15,混合型-偏股,中高风险,4.03亿元（2021-09-30）,1244736000,孙琳,申万菱信基金,000596 002568 000568 600779 688363 300529 002906 000858 688133 600519,0.127046
14312,310368-,申万菱信竞争优势混合,0.15,混合型-偏股,中高风险,1.21亿元（2021-09-30）,1215100800,廖明兵,申万菱信基金,300037 600295 300343 002386 688598 601001 300769 601699 002895 000822,~
14313,310358-,申万菱信新经济混合,0.15,混合型-偏股,中高风险,25.87亿元（2021-09-30）,1165334400,付娟,申万菱信基金,300769 300806 300207 603906 002036 601058 002049 603128 600060 603613,~
14314,310328-,申万菱信新动力混合,0.15,混合型-偏股,中高风险,22.98亿元（2021-09-30）,1131552000,周小波,申万菱信基金,300769 002036 688598 603906 002049 300750 002466 603876 002539 603259,0.127046
14315,310318-,申万菱信沪深300指数增强A,0.12,指数型-股票,高风险,7.75亿元（2021-09-30）,1101657600,刘敦,申万菱信基金,600036 600519 600809 300059 000568 002568 002064 002791 688303 688798,"1.019649,1.019654"
14316,310308-,申万菱信盛利精选混合,0.15,混合型-平衡,中高风险,16.00亿元（2021-09-30）,1081440000,孙琳,申万菱信基金,002568 300529 688363 603338 300760 002714 300347 688383 688133 002906,0.127046
14317,291007-,泰信债券增强收益C,0.00,债券型-混合债,中风险,0.01亿元（2021-09-30）,1248796800,郑宇光等,泰信基金,~,"1.019649,1.019654"
14318,290014-,泰信现代服务业混合,0.15,混合型-偏股,中高风险,0.56亿元（2021-09-30）,1360166400,王博强等,泰信基金,600110 300343 603938 002326 002192 000831 002176 603396 002709 000762,~
14319,290012-,泰信行业精选混合A,0.15,混合型-灵活,中高风险,0.64亿元（2021-09-30）,1329840000,董山青,泰信基金,300251 600977 601595 300133 002739 603103 002292 002343 603136 688011,~
14320,290011-,泰信中小盘精选混合,0.15,混合型-偏股,中高风险,18.40亿元（2021-09-30）,1319558400,董季周,泰信基金,688536 688018 688608 688368 603501 603986 300782 002049 300661 688002,~
14321,290010-,泰信中证200指数,0.12,指数型-股票,高风险,0.16亿元（2021-09-30）,1307548800,董山青,泰信基金,300274 002812 002460 300014 601919 002241 002129 300142 300124 600111,~
14322,290009-,泰信周期回报债券,0.08,债券型-混合债,中风险,6.27亿元（2021-09-30）,1297180800,郑宇光,泰信基金,~,~
14323,290008-,泰信发展主题混合,0.15,混合型-偏股,中高风险,0.74亿元（2021-09-30）,1292342400,黄潜轶,泰信基金,600110 300343 002709 605117 002176 601877 002326 600111 603938 600773,~
14324,290007-,泰信债券增强收益A,0.08,债券型-混合债,中风险,2.44亿元（2021-09-30）,1248796800,郑宇光等,泰信基金,~,"1.019649,1.019654"
14325,290006-,泰信蓝筹精选混合,0.15,混合型-偏股,中高风险,3.04亿元（2021-09-30）,1240329600,董山青等,泰信基金,600519 688018 600079 002262 002643 600298 002142 300750 603939 688200,~
14326,290005-,泰信优势增长混合,0.15,混合型-灵活,中高风险,0.66亿元（2021-09-30）,1214323200,朱志权,泰信基金,603127 002371 601888 600519 300750 300725 002821 603259 300347 688050,"1.113530,0.128078,0.123025"
14327,290004-,泰信优质生活混合,0.15,混合型-偏股,中高风险,4.45亿元（2021-09-30）,1166112000,吴秉韬,泰信基金,300750 002430 688018 002353 002460 603259 600079 603986 300012 603393,~
14328,290003-,泰信双息双利债券,0.00,债券型-混合债,中风险,1.05亿元（2021-09-30）,1150300800,郑宇光等,泰信基金,002236 600519 002822 601388 688766 603225 601877 000009 603587,"1.019547,1.019649,0.123111,1.113050"
14329,290002-,泰信先行策略混合,0.15,混合型-偏股,中高风险,9.04亿元（2021-09-30）,1088352000,王博强,泰信基金,002241 300750 002466 000630 600312 600988 688789 002585 000762 002438,~
14330,288102-,华夏稳定双利债券C,0.00,债券型-混合债,中风险,3.21亿元（2021-09-30）,1153324800,张海静,华夏基金,~,~
14331,288002-,华夏收入混合,0.15,混合型-偏股,中高风险,25.13亿元（2021-09-30）,1132156800,郑煜,华夏基金,601888 600438 300122 300450 603799 601919 601600 002597 002460 002304,0.127036
14332,288001-,华夏经典混合,0.15,混合型-平衡,中高风险,17.73亿元（2021-09-30）,1079280000,佟巍,华夏基金,688078 002539 000902 002179 002241 000893 300724 600011 600988 000848,~
14333,270050-,广发新经济混合A,0.15,混合型-偏股,中高风险,21.44亿元（2021-09-30）,1360080000,邱璟旻,广发基金,300363 603290 300759 300750 300012 688798 002594 600132 300661 600110,~
14334,270049-,广发纯债债券C,0.00,债券型-长债,中低风险,5.22亿元（2021-09-30）,1355241600,宋倩倩,广发基金,~,1.188379
14335,270048-,广发纯债债券A,0.08,债券型-长债,中低风险,39.10亿元（2021-09-30）,1355241600,宋倩倩,广发基金,~,1.188379
14336,270046-,广发景荣纯债,0.08,债券型-长债,中低风险,65.68亿元（2021-09-30）,1358092800,曾雪兰等,广发基金,~,1.175015
14337,270045-,广发双债添利债券C,0.00,债券型-长债,中低风险,2.98亿元（2021-09-30）,1348070400,代宇,广发基金,~,1.188426
14338,270044-,广发双债添利债券A,0.03,债券型-长债,中低风险,16.87亿元（2021-09-30）,1348070400,代宇,广发基金,~,1.188426
14339,270043-,广发理财年年红债券,0.035,债券型-长债,中低风险,19.61亿元（2021-06-30）,1342627200,吴迪,广发基金,~,~
14340,270042-,广发纳斯达克100指数A,0.13,QDII,高风险,46.14亿元（2021-09-30）,1344960000,刘杰,广发基金,AAPL MSFT AMZN GOOG TSLA GOOGL FB NVDA PYPL ADBE,~
14341,270041-,广发消费品精选混合A,0.15,混合型-偏股,中高风险,4.41亿元（2021-09-30）,1339430400,李琛,广发基金,600519 000858 000568 600887 300979 600600 601888 000333 600690 603899,"0.123119,1.113627"
14342,270030-,广发聚财信用债券B,0.00,债券型-混合债,中风险,1.20亿元（2021-09-30）,1331568000,代宇,广发基金,603806 601966 603833 601799 300568,"1.188166,1.188346"
14343,270029-,广发聚财信用债券A,0.08,债券型-混合债,中风险,3.38亿元（2021-09-30）,1331568000,代宇,广发基金,603806 601966 603833 601799 300568,"1.188166,1.188346"
14344,270028-,广发制造业精选混合A,0.15,混合型-偏股,中高风险,14.63亿元（2021-09-30）,1316448000,李巍,广发基金,300207 300763 300395 002025 601012 000733 603915 000725 002466 600958,~
14345,270026-,广发中小企业300ETF联接A,0.12,指数型-股票,高风险,1.04亿元（2021-09-30）,1307548800,姚曦,广发基金,002415 002594 002460 002475 002812 002049 002142 002352 002714 002821,0.127046
14346,270025-,广发行业领先混合A,0.15,混合型-偏股,中高风险,10.52亿元（2021-09-30）,1290441600,程琨,广发基金,002027 601899 603833 002832 603997 002444 300575 600926 600323 600398,~
14347,270023-,广发全球精选股票(QDII),0.16,QDII,高风险,39.19亿元（2021-09-30）,1282060800,李耀柱,广发基金,RBLX TSLA 00700 SE 03690 NVDA LULU MRNA SQ BEAM,~
14348,270022-,广发内需增长混合A,0.15,混合型-灵活,中高风险,19.17亿元（2021-09-30）,1271606400,王明旭,广发基金,600926 601898 601111 600188 600115 600029 300390 002466 601838 600919,"1.110075,1.110079,1.110053,0.127032"
14349,270021-,广发聚瑞混合A,0.15,混合型-偏股,中高风险,25.38亿元（2021-09-30）,1245081600,费逸,广发基金,603986 000333 600745 002475 002371 300677 300223 300628 688200 300630,1.110081
14350,270010-,广发沪深300ETF联接A,0.12,指数型-股票,高风险,13.10亿元（2021-09-30）,1230566400,刘杰,广发基金,002024 300124,"1.113049,0.127036"
14351,270009-,广发增强债券C,0.00,债券型-混合债,中风险,3.35亿元（2021-09-30）,1206547200,张芊等,广发基金,~,"1.188261,0.149623"
14352,270008-,广发核心精选混合,0.15,混合型-偏股,中高风险,9.27亿元（2021-09-30）,1216137600,程琨,广发基金,002027 603833 601899 600926 600036 000002 002415 603997 600309 002832,~
14353,270007-,广发大盘成长混合,0.15,混合型-偏股,中高风险,35.26亿元（2021-09-30）,1181664000,苗宇,广发基金,000568 600519 000858 603259 601888 300015 300750 002594 002304 002821,~
14354,270006-,广发策略优选混合,0.15,混合型-偏股,中高风险,40.96亿元（2021-09-30）,1147795200,罗洋,广发基金,688599 600519 601012 002493 688598 603799 603505 000683 000333 002459,~
14355,270005-,广发聚丰混合A,0.15,混合型-偏股,中高风险,56.38亿元（2021-09-30）,1135267200,邱璟旻,广发基金,300363 300759 300750 603290 300012 600132 002594 002371 300661 688798,~
14356,270002-,广发稳健增长混合A,0.15,混合型-平衡,中高风险,213.42亿元（2021-09-30）,1090771200,傅友兴,广发基金,002027 600519 300408 603833 601899 002444 300357 300012 600323 300979,~
14357,270001-,广发聚富混合,0.15,混合型-平衡,中高风险,21.57亿元（2021-09-30）,1070380800,林英睿,广发基金,600926 601009 600919 601111 600029 600115 300133 600459 603885 300119,"1.019649,1.113042,1.018008"
14358,262001-,景顺长城大中华混合(QDII)人民币,0.16,QDII,高风险,13.91亿元（2021-09-30）,1316620800,周寒颖,景顺长城基金,00700 00354 00316 00941 00853 PDD 03606 03898 00839 233,~
14359,261102-,景顺长城优信增利债券C,0.00,债券型-长债,中低风险,0.01亿元（2021-09-30）,1331740800,何江波,景顺长城基金,~,~
14360,261101-,景顺长城稳定收益债券C,0.00,债券型-混合债,中风险,0.13亿元（2021-09-30）,1300982400,何江波,景顺长城基金,~,"1.143099,1.188367,1.155350"
14361,261002-,景顺长城优信增利债券A,0.08,债券型-长债,中低风险,32.00亿元（2021-09-30）,1331740800,何江波,景顺长城基金,~,~
14362,261001-,景顺长城稳定收益债券A,0.08,债券型-混合债,中风险,4.22亿元（2021-09-30）,1300982400,何江波,景顺长城基金,~,"1.143099,1.188367,1.155350"
14363,260117-,景顺长城支柱产业混合,0.15,混合型-偏股,中高风险,0.31亿元（2021-09-30）,1353340800,崔俊杰,景顺长城基金,002415 002475 600519 000002 600570 002142 600036 002230 601100 600875,~
14364,260116-,景顺长城核心竞争力混合A,0.15,混合型-偏股,中高风险,17.04亿元（2021-09-30）,1324310400,余广,景顺长城基金,300037 600519 300207 300568 600111 000858 002709 688169 603565 600674,~
14365,260115-,景顺长城中小盘混合,0.15,混合型-偏股,中高风险,1.17亿元（2021-09-30）,1300723200,李孟海,景顺长城基金,603161 601208 300674 300378 600409 000656 300523 603516 600166 002933,~
14366,260112-,景顺长城能源基建混合,0.15,混合型-偏股,中高风险,9.58亿元（2021-09-30）,1255968000,鲍无可,景顺长城基金,600674 601928 601098 600350 000429 002120 002867 002727 300630 300760,~
14367,260111-,景顺长城公司治理混合,0.15,混合型-偏股,中高风险,3.01亿元（2021-09-30）,1224604800,杨锐文,景顺长城基金,600460 300207 002049 002352 002841 688111 600745 300790 688116 688169,~
14368,260110-,景顺长城精选蓝筹混合,0.15,混合型-偏股,中高风险,24.97亿元（2021-09-30）,1182096000,江科宏,景顺长城基金,600519 000858 000568 002311 603288 603899 600887 600276 603882 601888,0.127045
14369,260109-,景顺长城内需贰号混合,0.15,混合型-偏股,中高风险,62.33亿元（2021-09-30）,1160496000,刘彦春,景顺长城基金,000568 600519 601888 603259 000858 300760 002311 002415 603899 300015,~
14370,260108-,景顺长城新兴成长混合,0.15,混合型-偏股,中高风险,542.70亿元（2021-09-30）,1151424000,刘彦春,景顺长城基金,000568 600519 601888 000858 300760 603259 002311 000596 002415 000333,~
